SN	Distance_X_LOGO_Button_RU1	Distance_X_LOGO_Button_RU2	Distance_X_LOGO_Button_RU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_RU1	Distance_Y_LOGO_Button_RU2	Distance_Y_LOGO_Button_RU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_RU1	Angle_Button_RU2	Angle_Button_RU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS309TGRWY____	0.072	0.060	0.024	0.024	0.066	0.064	0.063	0.063	0.065	0.061	0.063	0.024	0.067	0.066	0.067	0.024	0.061	0.068	0.024	0.065	0.067	0.065	0.067	0.063	0.066	0.064	0.069	0.069	0.062	0.066	0.061	0.069	-0.051	-0.051	-0.049	-0.049	-0.052	-0.050	-0.052	-0.052	-0.050	-0.054	-0.049	-0.049	-0.052	-0.052	-0.052	-0.049	-0.014	-0.051	-0.049	-0.050	-0.050	-0.053	-0.051	-0.051	-0.052	-0.050	-0.052	-0.051	-0.051	-0.052	-0.050	-0.052	0.560	0.555	0.542	0.542	0.558	0.558	0.557	0.557	0.557	0.557	0.557	0.542	0.558	0.559	0.558	0.542	0.552	0.559	0.542	0.557	0.558	0.558	0.558	0.557	0.558	0.558	0.560	0.559	0.557	0.558	0.557	0.560	0.059	-0.050	0.555	2016_7_19_17_01_17
FLQS309QGRWV____	-0.063	-0.049	-0.049	-0.049	-0.072	-0.056	-0.057	-0.057	-0.057	-0.009	-0.051	-0.049	-0.056	-0.093	-0.056	-0.049	-0.099	-0.105	-0.049	-0.100	-0.052	-0.032	-0.057	-0.052	-0.043	-0.056	-0.053	-0.056	-0.051	-0.072	-0.055	-0.053	-0.010	0.005	0.004	0.004	-0.005	0.048	0.050	0.050	0.052	0.001	0.048	0.004	0.050	0.004	0.049	0.004	0.005	0.050	0.004	0.004	0.001	0.039	0.051	0.004	-0.005	0.048	0.002	0.002	0.003	-0.005	0.051	0.002	0.064	0.067	0.068	0.068	0.059	0.060	0.060	0.060	0.060	0.083	0.062	0.068	0.060	0.051	0.060	0.068	0.048	0.041	0.068	0.048	0.066	0.070	0.060	0.067	0.071	0.060	0.066	0.065	0.066	0.059	0.060	0.066	-0.058	0.019	0.062	2016_7_19_17_01_17
FLQS309NGRWM____	0.009	0.009	0.010	0.010	-0.034	0.019	0.009	0.009	0.009	0.014	0.047	0.010	0.006	0.001	-0.032	0.010	0.014	0.003	0.010	0.013	0.006	0.002	-0.031	0.004	0.035	0.019	0.006	-0.026	-0.036	-0.034	0.006	0.006	0.002	-0.036	0.002	0.002	0.003	-0.038	0.004	0.004	0.003	-0.040	0.002	0.002	0.003	0.004	0.002	0.002	-0.037	0.002	0.002	-0.039	0.003	0.002	0.005	0.003	0.004	-0.038	0.002	-0.035	0.004	0.003	0.003	0.002	-0.045	-0.041	-0.044	-0.044	-0.062	-0.037	-0.045	-0.045	-0.044	-0.038	-0.030	-0.044	-0.046	-0.048	-0.060	-0.044	-0.039	-0.048	-0.044	-0.038	-0.046	-0.047	-0.060	-0.046	-0.034	-0.037	-0.046	-0.054	-0.062	-0.062	-0.046	-0.046	0.003	-0.006	-0.046	2016_7_19_17_01_17
FLQS308YGRWQ____	0.038	0.043	-0.001	-0.001	0.038	0.037	0.048	0.048	0.007	0.050	-0.000	-0.001	0.048	0.038	0.038	-0.001	0.037	0.048	-0.001	0.037	0.037	0.037	0.047	-0.003	0.048	0.037	0.042	0.078	0.047	0.038	0.000	0.042	-0.003	-0.004	-0.006	-0.006	-0.003	-0.002	-0.046	-0.046	-0.048	-0.047	-0.005	-0.006	-0.046	-0.005	-0.003	-0.006	-0.003	-0.044	-0.006	-0.004	-0.004	-0.006	-0.047	-0.005	-0.047	-0.002	-0.003	-0.006	-0.049	-0.003	-0.047	-0.003	0.002	0.005	-0.013	-0.013	0.002	0.002	0.011	0.011	-0.005	0.011	-0.012	-0.013	0.010	0.002	0.002	-0.013	0.002	0.010	-0.013	0.002	0.002	0.002	0.011	-0.013	0.011	0.002	0.004	0.018	0.010	0.002	-0.008	0.004	0.031	-0.017	0.001	2016_7_19_17_01_17
FLQS3084GRWM____	0.033	-0.016	0.087	0.087	-0.020	-0.013	0.070	0.070	0.022	-0.061	0.025	0.087	-0.019	0.025	-0.143	0.087	0.029	0.027	0.087	0.039	0.042	0.029	-0.014	0.033	0.027	-0.013	-0.016	-0.017	-0.016	-0.020	-0.015	-0.016	-0.003	-0.002	-0.046	-0.046	-0.006	-0.045	-0.006	-0.006	-0.004	0.000	-0.002	-0.046	-0.005	-0.005	-0.040	-0.046	-0.004	-0.005	-0.046	-0.043	-0.044	-0.002	-0.004	-0.046	-0.004	-0.045	-0.003	-0.003	-0.004	-0.006	-0.004	-0.003	-0.019	-0.037	0.006	0.006	-0.039	-0.032	-0.004	-0.004	-0.023	-0.055	-0.022	0.006	-0.038	-0.022	-0.082	0.006	-0.020	-0.021	0.006	-0.013	-0.011	-0.020	-0.037	-0.014	-0.021	-0.032	-0.038	-0.038	-0.038	-0.039	-0.037	-0.038	0.016	-0.018	-0.024	2016_7_19_17_01_17
FLQS307KGRWV____	-0.068	-0.022	-0.063	-0.063	-0.060	-0.064	-0.062	-0.062	-0.060	-0.063	-0.063	-0.063	-0.068	-0.063	-0.067	-0.063	-0.059	-0.068	-0.063	-0.061	-0.061	-0.063	-0.112	-0.060	-0.097	-0.064	-0.028	-0.066	-0.021	-0.060	-0.100	-0.028	0.003	0.002	0.004	0.004	0.004	0.004	-0.043	-0.043	-0.043	0.002	0.003	0.004	0.006	0.004	0.007	0.004	0.004	0.005	0.004	0.002	0.004	0.001	-0.043	0.004	0.003	0.004	0.003	0.002	0.002	0.004	0.003	0.003	0.467	0.485	0.469	0.469	0.471	0.468	0.474	0.474	0.475	0.469	0.469	0.469	0.466	0.469	0.467	0.469	0.470	0.466	0.469	0.470	0.470	0.469	0.455	0.469	0.456	0.468	0.482	0.468	0.485	0.471	0.454	0.482	-0.062	-0.002	0.470	2016_7_19_17_01_17
FLQS3072GRWV____	-0.247	-0.208	-0.216	-0.216	-0.209	-0.165	-0.202	-0.202	-0.206	-0.207	-0.210	-0.216	-0.206	-0.209	-0.168	-0.216	-0.213	-0.208	-0.216	-0.207	-0.214	-0.207	-0.207	-0.162	-0.208	-0.165	-0.210	-0.204	-0.210	-0.209	-0.258	-0.210	0.018	0.063	0.109	0.109	0.063	0.064	0.020	0.020	0.021	0.064	0.065	0.109	0.019	0.063	0.060	0.109	0.063	0.020	0.109	0.064	0.065	0.062	0.020	0.017	0.064	0.064	0.061	0.018	0.018	0.063	0.022	0.061	-0.113	-0.103	-0.111	-0.111	-0.104	-0.087	-0.096	-0.096	-0.098	-0.103	-0.104	-0.111	-0.098	-0.103	-0.087	-0.111	-0.105	-0.098	-0.111	-0.103	-0.105	-0.102	-0.098	-0.080	-0.103	-0.087	-0.104	-0.097	-0.100	-0.104	-0.117	-0.104	-0.207	0.055	-0.102	2016_7_19_17_01_18
FLQS305NGRWM____	-0.023	0.020	0.023	0.023	0.026	-0.021	-0.031	-0.031	0.008	-0.019	0.017	0.023	0.011	-0.031	-0.026	0.023	-0.028	-0.031	0.023	-0.017	0.022	-0.025	-0.031	-0.023	-0.019	-0.021	-0.025	0.015	0.016	0.026	0.011	-0.025	0.005	0.047	0.006	0.006	0.007	0.005	0.045	0.045	0.086	0.003	0.001	0.006	0.046	0.047	0.006	0.006	0.046	0.046	0.006	0.007	0.007	0.001	0.044	0.005	0.006	0.005	0.007	0.046	0.046	0.007	0.044	0.007	-0.475	-0.462	-0.456	-0.456	-0.456	-0.473	-0.482	-0.482	-0.470	-0.472	-0.459	-0.456	-0.466	-0.481	-0.476	-0.456	-0.480	-0.482	-0.456	-0.472	-0.457	-0.475	-0.481	-0.475	-0.473	-0.473	-0.475	-0.463	-0.463	-0.456	-0.466	-0.475	-0.004	0.022	-0.469	2016_7_19_17_01_18
FLQS305DGRWM____	-0.043	-0.009	-0.009	-0.009	-0.048	-0.008	-0.007	-0.007	-0.010	-0.049	-0.046	-0.009	-0.008	-0.048	-0.048	-0.009	-0.006	-0.048	-0.009	-0.011	-0.007	-0.008	-0.049	-0.047	-0.009	-0.008	-0.048	-0.047	-0.009	-0.048	-0.050	-0.048	0.004	0.002	0.002	0.002	0.001	0.003	0.002	0.002	0.002	0.002	0.004	0.002	0.002	0.004	0.004	0.002	0.001	0.004	0.002	0.042	0.002	0.044	0.003	0.004	0.002	0.003	0.004	0.002	0.002	0.001	0.002	0.004	-0.033	-0.020	-0.020	-0.020	-0.035	-0.020	-0.019	-0.019	-0.020	-0.035	-0.034	-0.020	-0.020	-0.035	-0.035	-0.020	-0.019	-0.035	-0.020	-0.025	-0.019	-0.024	-0.035	-0.035	-0.020	-0.020	-0.035	-0.034	-0.021	-0.035	-0.036	-0.035	-0.026	0.005	-0.027	2016_7_19_17_01_18
FLQS3057GRWM____	-0.049	-0.015	-0.054	-0.054	-0.054	-0.058	-0.019	-0.019	-0.047	-0.056	-0.017	-0.054	-0.049	-0.054	-0.056	-0.054	-0.014	-0.093	-0.054	-0.053	-0.055	-0.094	-0.048	-0.057	-0.019	-0.058	0.028	-0.059	-0.054	-0.054	-0.051	0.028	-0.034	-0.001	0.004	0.004	-0.038	0.002	0.003	0.003	-0.039	0.004	0.003	0.004	-0.036	-0.039	0.008	0.004	-0.002	-0.033	0.004	-0.038	0.004	0.003	-0.037	0.003	0.002	0.002	-0.038	-0.001	0.002	-0.038	-0.038	-0.038	-0.118	-0.109	-0.124	-0.124	-0.120	-0.126	-0.111	-0.111	-0.117	-0.125	-0.110	-0.124	-0.119	-0.120	-0.125	-0.124	-0.108	-0.135	-0.124	-0.120	-0.125	-0.139	-0.118	-0.126	-0.111	-0.126	-0.088	-0.126	-0.124	-0.120	-0.119	-0.088	-0.044	-0.012	-0.119	2016_7_19_17_01_18
FLQS3052GRWY____	-0.029	-0.070	-0.077	-0.077	-0.077	-0.079	-0.109	-0.109	-0.110	-0.029	-0.075	-0.077	-0.070	-0.106	-0.108	-0.077	-0.115	-0.103	-0.077	-0.079	-0.115	-0.075	-0.072	-0.075	-0.104	-0.079	-0.069	-0.036	-0.110	-0.077	-0.072	-0.069	0.048	0.007	0.048	0.048	0.049	0.046	0.007	0.007	0.006	0.053	0.051	0.048	0.004	0.007	0.049	0.048	0.050	0.007	0.048	0.048	0.047	0.052	0.006	0.050	0.008	0.046	0.006	0.048	0.006	0.049	0.008	0.006	-0.675	-0.687	-0.694	-0.694	-0.694	-0.694	-0.702	-0.702	-0.702	-0.677	-0.694	-0.694	-0.686	-0.701	-0.706	-0.694	-0.709	-0.700	-0.694	-0.694	-0.709	-0.694	-0.688	-0.694	-0.700	-0.694	-0.687	-0.678	-0.702	-0.694	-0.688	-0.687	-0.082	0.031	-0.694	2016_7_19_17_01_18
FLQS304WGRWM____	0.293	0.288	0.293	0.293	0.330	0.257	0.255	0.255	0.281	0.298	0.293	0.293	0.287	0.250	0.257	0.293	0.255	0.257	0.293	0.294	0.296	0.291	0.297	0.249	0.291	0.257	0.254	0.261	0.277	0.330	0.293	0.254	0.007	0.003	0.003	0.003	0.006	0.004	0.004	0.004	0.045	0.004	0.007	0.003	0.005	0.005	0.006	0.003	0.005	0.006	0.003	0.004	0.003	0.004	0.004	0.004	0.009	0.004	0.006	0.005	0.044	0.006	0.006	0.006	0.168	0.166	0.169	0.169	0.182	0.154	0.153	0.153	0.159	0.170	0.168	0.169	0.166	0.152	0.154	0.169	0.154	0.154	0.169	0.168	0.169	0.167	0.170	0.152	0.167	0.154	0.154	0.156	0.158	0.182	0.169	0.154	0.280	0.007	0.163	2016_7_19_17_01_18
FLQS3047GRWM____	-0.130	-0.089	-0.087	-0.087	-0.091	-0.086	-0.133	-0.133	-0.102	-0.126	-0.089	-0.087	-0.131	-0.127	-0.088	-0.087	-0.090	-0.095	-0.087	-0.128	-0.091	-0.127	-0.130	-0.088	-0.130	-0.086	-0.089	-0.087	-0.091	-0.091	-0.097	-0.089	0.007	0.006	0.009	0.009	0.005	0.008	0.007	0.007	0.048	0.008	0.007	0.009	0.006	0.006	0.006	0.009	0.006	0.046	0.009	0.007	0.008	0.007	0.007	0.005	0.006	0.008	0.007	0.007	0.006	0.005	0.047	0.007	-0.119	-0.103	-0.103	-0.103	-0.104	-0.103	-0.120	-0.120	-0.113	-0.118	-0.103	-0.103	-0.120	-0.118	-0.103	-0.103	-0.104	-0.110	-0.103	-0.119	-0.104	-0.119	-0.120	-0.103	-0.119	-0.103	-0.104	-0.103	-0.105	-0.104	-0.110	-0.104	-0.102	0.011	-0.109	2016_7_19_17_01_18
FLQS303BGRWM____	-0.039	-0.004	-0.001	-0.001	-0.004	0.044	-0.001	-0.001	-0.000	0.004	0.001	-0.001	0.001	-0.002	0.001	-0.001	-0.001	-0.000	-0.001	0.001	-0.004	0.046	0.006	-0.004	-0.005	0.044	0.003	-0.001	-0.005	-0.004	0.040	0.003	0.001	-0.002	-0.002	-0.002	-0.000	0.000	-0.000	-0.000	-0.002	0.001	-0.001	-0.002	-0.000	-0.001	0.001	-0.002	0.000	-0.001	-0.002	0.000	-0.001	-0.001	0.000	-0.000	-0.002	0.000	-0.001	-0.001	-0.003	-0.000	-0.003	-0.001	0.058	0.071	0.072	0.072	0.071	0.090	0.073	0.073	0.073	0.074	0.073	0.072	0.073	0.073	0.073	0.072	0.073	0.073	0.072	0.073	0.071	0.091	0.074	0.072	0.071	0.090	0.074	0.072	0.071	0.071	0.088	0.074	0.004	-0.001	0.074	2016_7_19_17_01_18
FLQS3024GRWM____	0.089	0.093	0.051	0.051	0.083	0.157	0.135	0.135	0.084	0.090	0.090	0.051	0.088	0.098	0.082	0.051	0.094	0.085	0.051	0.090	0.092	0.134	0.040	0.090	0.095	0.157	0.089	0.092	0.095	0.083	0.129	0.089	-0.052	-0.049	-0.050	-0.050	-0.009	-0.005	-0.049	-0.049	-0.003	-0.051	-0.050	-0.050	-0.005	-0.049	-0.010	-0.050	-0.048	-0.006	-0.050	-0.049	-0.047	-0.051	-0.005	-0.052	-0.050	-0.005	-0.051	-0.049	-0.049	-0.009	-0.051	-0.051	-0.004	-0.003	-0.019	-0.019	-0.011	0.017	0.013	0.013	-0.011	-0.004	-0.004	-0.019	-0.010	-0.002	-0.011	-0.019	-0.004	-0.011	-0.019	-0.005	-0.004	0.012	-0.028	-0.004	-0.002	0.017	-0.005	-0.004	-0.002	-0.011	0.011	-0.005	0.092	-0.038	-0.005	2016_7_19_17_01_18
FLQS301GGRWM____	-0.044	-0.018	-0.050	-0.050	-0.008	-0.043	-0.003	-0.003	-0.051	-0.037	-0.051	-0.050	-0.002	-0.049	-0.042	-0.050	-0.041	-0.045	-0.050	0.002	-0.036	0.002	-0.004	-0.014	-0.011	-0.043	0.000	-0.004	-0.012	-0.008	-0.005	0.000	-0.047	-0.048	-0.007	-0.007	-0.047	-0.050	-0.010	-0.010	-0.008	-0.048	-0.007	-0.007	-0.007	-0.008	-0.045	-0.007	-0.008	-0.006	-0.007	-0.048	-0.048	-0.047	-0.006	-0.008	-0.009	-0.050	-0.046	-0.046	-0.008	-0.047	-0.008	-0.046	-0.039	-0.028	-0.045	-0.045	-0.026	-0.038	-0.027	-0.027	-0.046	-0.036	-0.046	-0.045	-0.028	-0.045	-0.039	-0.045	-0.042	-0.043	-0.045	-0.021	-0.036	-0.022	-0.028	-0.031	-0.031	-0.038	-0.022	-0.024	-0.031	-0.026	-0.029	-0.022	-0.026	-0.025	-0.034	2016_7_19_17_01_19
FLQS301EGRWQ____	0.141	0.096	0.134	0.134	0.129	0.132	0.096	0.096	0.099	0.144	0.135	0.134	0.086	0.102	0.130	0.134	0.190	0.095	0.134	0.079	0.128	0.085	0.144	0.133	0.190	0.132	0.083	0.140	0.103	0.129	0.144	0.083	-0.059	-0.058	-0.017	-0.017	-0.017	-0.020	-0.061	-0.061	-0.059	-0.061	-0.015	-0.017	-0.017	-0.059	-0.020	-0.017	-0.062	-0.059	-0.017	-0.019	-0.018	-0.016	-0.060	-0.018	-0.061	-0.020	-0.018	-0.059	-0.057	-0.017	-0.061	-0.018	0.043	0.026	0.036	0.036	0.035	0.036	0.026	0.026	0.026	0.044	0.036	0.036	0.017	0.028	0.035	0.036	0.062	0.026	0.036	0.016	0.034	0.017	0.044	0.035	0.062	0.036	0.016	0.043	0.028	0.035	0.044	0.016	0.122	-0.036	0.033	2016_7_19_17_01_19
FLQS300VGRWQ____	0.022	-0.019	-0.020	-0.020	-0.022	-0.019	-0.011	-0.011	-0.055	-0.021	-0.061	-0.020	-0.016	-0.026	-0.057	-0.020	-0.063	-0.051	-0.020	-0.051	-0.021	-0.061	-0.054	-0.023	-0.022	-0.019	-0.059	-0.059	-0.060	-0.022	-0.010	-0.059	0.044	0.045	0.047	0.047	0.043	0.044	0.003	0.003	0.005	0.044	0.046	0.047	0.044	0.045	0.046	0.047	0.043	0.004	0.047	0.002	0.040	0.044	0.002	0.046	0.045	0.044	0.045	0.045	0.004	0.043	0.003	0.045	0.081	0.065	0.064	0.064	0.065	0.065	0.072	0.072	0.055	0.065	0.048	0.064	0.066	0.063	0.050	0.064	0.048	0.057	0.064	0.057	0.065	0.049	0.056	0.064	0.064	0.065	0.049	0.050	0.053	0.065	0.073	0.049	-0.032	0.034	0.061	2016_7_19_17_01_19
