SN	Distance_X_LOGO_MainBoard_Sim1	Distance_X_LOGO_MainBoard_Sim2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_Sim1	Distance_Y_LOGO_MainBoard_Sim2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_Sim1	Angle_MainBoard_Sim2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS310RGRWV____	-0.067	-0.068	-0.066	-0.068	-0.099	-0.067	-0.067	-0.068	-0.068	-0.067	-0.099	-0.036	-0.066	-0.067	-0.068	-0.068	-0.1	-0.069	-0.1	-0.068	-0.101	-0.067	-0.067	-0.066	-0.067	-0.068	-0.068	-0.068	-0.066	-0.069	-0.066	-0.067	0.061	0.027	0.028	0.029	0.027	0.028	0.028	0.028	0.028	0.062	0.027	0.061	0.026	0.027	0.028	0.026	0.025	0.06	0.029	0.027	0.026	0.028	0.061	0.028	0.028	0.061	0.026	0.029	0.027	0.027	0.029	0.061	-0.147	-0.131	-0.13	-0.131	-0.147	-0.131	-0.13	-0.131	-0.131	-0.147	-0.147	-0.132	-0.129	-0.13	-0.131	-0.13	-0.146	-0.148	-0.147	-0.131	-0.147	-0.131	-0.148	-0.13	-0.13	-0.147	-0.129	-0.13	-0.129	-0.13	-0.13	-0.147	-0.071	0.035	-0.136	2016_7_13_17_34_09
FLQS317CGRWY____	0.009	0.009	0.009	0.009	0.008	0.008	0.048	0.008	0.01	0.009	0.008	0.012	0.046	0.008	0.009	-0.028	0.008	0.008	0.009	0.009	0.011	0.009	0.009	0.009	0.007	0.01	0.01	0.009	0.008	0.009	0.008	0.009	-0.066	-0.063	-0.065	-0.064	-0.064	-0.065	-0.065	-0.064	-0.064	-0.066	-0.064	-0.064	-0.067	-0.064	-0.066	-0.065	-0.064	-0.067	-0.065	-0.065	-0.064	-0.065	-0.066	-0.066	-0.1	-0.065	-0.099	-0.065	-0.065	-0.066	-0.067	-0.066	-0.637	-0.639	-0.637	-0.638	-0.638	-0.637	-0.619	-0.638	-0.638	-0.637	-0.638	-0.637	-0.619	-0.638	-0.638	-0.656	-0.639	-0.637	-0.637	-0.638	-0.637	-0.638	-0.637	-0.638	-0.621	-0.638	-0.62	-0.638	-0.638	-0.636	-0.637	-0.637	0.01	-0.067	-0.636	2016_7_13_17_34_14
FLQS319LGRWY____	-0.014	-0.045	-0.013	-0.088	-0.011	-0.052	-0.046	-0.047	-0.048	-0.046	-0.011	-0.013	-0.012	-0.043	-0.014	-0.011	-0.046	-0.048	-0.089	-0.011	-0.047	-0.046	-0.046	-0.046	-0.047	-0.013	-0.056	-0.01	-0.045	-0.013	-0.048	-0.014	-0.005	-0.004	0.034	0.034	-0.004	0.036	0.034	0.034	-0.004	0.034	-0.004	-0.003	-0.002	0.035	-0.005	0.037	0.032	-0.004	-0.006	0.039	-0.003	-0.002	-0.004	0.036	-0.046	-0.005	-0.003	-0.046	0.033	-0.041	0.08	-0.005	-0.005	-0.021	-0.023	-0.06	-0.004	-0.044	-0.04	-0.04	-0.022	-0.039	-0.004	-0.004	-0.005	-0.039	-0.005	-0.024	-0.039	-0.021	-0.041	-0.024	-0.022	-0.022	-0.021	-0.041	-0.001	-0.004	-0.027	0.017	-0.038	0.013	-0.064	-0.005	-0.036	0.009	-0.022	2016_7_13_17_34_20
FLQS3106GRWV____	0.055	0.025	0.057	0.024	0.025	0.057	0.058	0.023	0.021	0.056	0.025	0.023	0.056	0.055	0.057	0.056	0.023	0.021	0.023	0.058	0.022	0.055	0.055	0.023	0.058	0.056	0.058	0.058	0.055	0.056	0.057	0.055	-0.008	-0.008	-0.009	-0.008	-0.009	-0.008	-0.006	-0.039	-0.011	-0.009	-0.009	-0.011	-0.007	-0.008	-0.036	-0.008	-0.009	-0.012	-0.008	-0.008	-0.012	-0.008	-0.007	-0.01	-0.006	-0.009	-0.008	-0.009	-0.01	-0.039	-0.009	-0.008	0.706	0.691	0.706	0.69	0.691	0.706	0.705	0.705	0.69	0.706	0.691	0.69	0.706	0.706	0.72	0.706	0.69	0.69	0.69	0.706	0.691	0.706	0.705	0.69	0.706	0.706	0.706	0.707	0.706	0.721	0.707	0.706	0.044	-0.011	0.701	2016_7_13_17_34_25
FLQS3126GRWV____	0.047	0.052	0.047	0.051	0.02	0.052	0.052	0.022	0.02	0.048	0.02	0.051	0.049	0.047	0.047	0.047	0.053	0.05	0.052	0.048	0.052	0.048	0.047	0.052	0.021	0.048	0.02	0.051	0.047	0.049	0.054	0.047	0.004	0.006	0.038	0.04	0.006	0.04	0.005	0.04	0.004	0.039	0.006	0.004	0.038	0.038	0.005	0.006	0.006	0.04	0.007	0.006	0.003	0.038	0.005	0.04	0.005	0.004	0.006	0.004	0.038	0.038	0.006	0.004	0.021	0.022	0.005	0.006	0.007	0.006	0.023	-0.009	0.009	0.004	0.007	0.023	0.005	0.004	0.021	0.02	0.023	0.004	0.022	0.021	0.024	0.005	0.021	0.006	0.008	0.021	0.008	0.023	0.005	0.005	0.024	0.021	0.044	0.018	0.013	2016_7_13_17_34_30
FLQS3115GRWV____	-0.062	-0.063	-0.03	-0.031	-0.064	-0.032	-0.062	-0.032	-0.063	-0.031	-0.064	-0.031	-0.031	-0.062	-0.03	-0.031	-0.061	-0.063	-0.031	-0.032	-0.032	-0.03	-0.031	-0.032	-0.063	-0.03	-0.031	-0.031	-0.031	-0.06	-0.032	-0.062	0.007	0.006	0.037	0.007	0.038	0.006	0.007	0.008	0.006	-0.024	0.038	0.006	0.004	0.037	0.037	0.005	-0.027	0.005	0.008	0.005	0.006	0.006	0.007	0.006	0.004	0.007	0.005	0.035	0.005	0.036	0.006	0.007	-0.034	-0.034	-0.033	-0.018	-0.05	-0.019	-0.034	-0.02	-0.034	-0.003	-0.05	-0.019	-0.018	-0.048	-0.033	-0.018	-0.017	-0.034	-0.019	-0.018	-0.019	-0.017	-0.018	-0.019	-0.034	-0.018	-0.018	-0.033	-0.018	-0.048	-0.019	-0.034	-0.043	0.011	-0.027	2016_7_13_17_34_35
FLQS30VBGRWV____	0.056	0.058	0.025	0.055	0.024	0.054	0.091	0.025	0.057	0.024	0.024	0.057	0.056	0.057	0.055	0.057	0.058	0.058	0.056	0.058	0.02	0.056	0.024	0.092	0.057	0.056	0.057	0.057	0.057	0.057	0.056	0.056	-0.022	-0.059	-0.058	-0.1	-0.058	-0.102	-0.022	-0.024	-0.024	-0.058	-0.058	-0.059	-0.102	-0.062	-0.059	-0.061	-0.06	-0.059	-0.06	-0.061	-0.059	-0.062	-0.059	-0.022	-0.023	-0.021	-0.059	-0.061	-0.022	-0.023	-0.099	-0.022	0.038	0.058	0.042	0.077	0.041	0.077	0.056	0.024	0.041	0.041	0.041	0.058	0.078	0.06	0.056	0.059	0.058	0.058	0.057	0.059	0.04	0.058	0.041	0.057	0.039	0.038	0.057	0.058	0.039	0.039	0.076	0.038	0.052	-0.053	0.052	2016_7_13_13_43_28
FLQS30X6GRWY____	0.032	-0.004	-0.007	-0.006	-0.005	-0.005	-0.004	-0.005	-0.007	-0.006	-0.005	-0.006	-0.006	-0.039	-0.007	0.034	-0.006	-0.006	-0.006	-0.038	-0.041	0.034	-0.039	-0.006	-0.005	-0.006	-0.006	-0.006	-0.007	0.025	-0.006	0.032	0.07	0.067	0.067	0.067	0.067	0.066	0.068	0.066	0.102	0.066	0.067	0.071	0.066	0.066	0.068	0.068	0.068	0.07	0.07	0.068	0.068	0.103	0.068	0.068	0.068	0.067	0.066	0.099	0.065	0.065	0.032	0.07	0.655	0.638	0.638	0.638	0.638	0.638	0.638	0.638	0.62	0.638	0.638	0.636	0.638	0.622	0.638	0.657	0.638	0.636	0.637	0.622	0.62	0.64	0.621	0.638	0.638	0.638	0.638	0.622	0.638	0.655	0.655	0.655	-0.004	0.07	0.638	2016_7_13_13_43_31
FLQS31CRGRWY____	-0.061	-0.029	-0.062	-0.06	-0.061	-0.06	-0.061	-0.061	-0.061	-0.062	-0.061	-0.06	-0.061	-0.06	-0.061	-0.06	-0.093	-0.061	-0.061	-0.092	-0.061	-0.091	-0.062	-0.06	-0.028	-0.062	-0.061	-0.061	-0.062	-0.06	-0.059	-0.061	0.006	0.006	0.005	0.005	0.006	0.006	0.005	0.005	0.005	0.006	0.006	0.006	0.007	0.005	0.006	0.041	0.005	0.006	0.005	0.041	0.005	0.007	0.005	0.007	0.041	0.005	0.006	0.006	0.006	0.007	0.005	0.006	-0.063	-0.047	-0.063	-0.062	-0.063	-0.062	-0.063	-0.063	-0.062	-0.063	-0.063	-0.062	-0.063	-0.062	-0.063	-0.079	-0.078	-0.063	-0.063	-0.096	-0.062	-0.079	-0.063	-0.063	-0.064	-0.064	-0.064	-0.064	-0.064	-0.063	-0.061	-0.063	-0.062	0.009	-0.065	2016_7_13_13_43_34
FLQS31FWGRWY____	0.008	0.008	0.009	0.009	0.008	0.008	0.008	0.009	0.041	0.008	0.008	0.007	0.009	0.008	0.009	-0.03	0.039	0.007	0.008	0.007	0.007	0.009	0.008	0.04	0.007	0.008	0.008	0.008	0.01	0.008	-0.03	0.008	0.041	0.039	0.038	0.004	0.005	0.04	0.037	0.005	0.041	0.04	0.005	0.042	0.005	0.004	0.004	0.002	0.004	0.005	0.005	0.002	0.006	0.041	0.005	0.041	0.003	0.041	0.005	0.038	0.006	0.006	0.039	0.041	-0.016	-0.016	-0.015	0.003	0.002	-0.016	-0.015	0.002	0	-0.016	0.002	-0.017	0.002	0.002	0.002	-0.016	0.017	0.001	0.002	0.002	0	-0.016	0.001	0	0.002	-0.017	0.002	-0.015	0.002	0.002	-0.034	-0.016	0.009	0.02	-0.006	2016_7_13_13_43_36
FLQS200ZGRX8____	0.036	0.066	0.102	0.033	0.066	0.068	0.067	0.066	0.066	0.068	0.066	0.067	0.069	0.069	0.068	0.069	0.067	0.069	0.066	0.069	0.067	0.07	0.069	0.066	0.068	0.068	0.07	0.067	0.069	0.069	0.067	0.036	-0.076	-0.075	-0.076	-0.077	-0.077	-0.078	-0.075	-0.075	-0.076	-0.077	-0.077	-0.075	-0.076	-0.075	-0.076	-0.076	-0.076	-0.075	-0.077	-0.077	-0.075	-0.076	-0.075	-0.075	-0.075	-0.077	-0.077	-0.074	-0.077	-0.075	-0.077	-0.076	0.73	0.744	0.762	0.729	0.745	0.746	0.744	0.745	0.745	0.746	0.745	0.744	0.746	0.746	0.745	0.746	0.746	0.746	0.745	0.747	0.744	0.747	0.745	0.744	0.745	0.746	0.746	0.744	0.746	0.746	0.746	0.73	0.066	-0.076	0.744	2016_7_13_13_43_39
FLQS224LGRWM____	-0.001	-0.002	-0.004	-0.002	-0.002	0	0.034	-0.003	0	0	-0.002	0.001	-0.002	-0.002	-0.001	-0.001	0.031	-0.001	-0.001	-0.001	0.001	-0.001	-0.001	-0.001	-0.003	0	-0.001	-0.002	-0.003	-0.002	-0.002	-0.001	0.1	0.13	0.13	0.099	0.098	0.099	0.098	0.097	0.099	0.099	0.098	0.099	0.129	0.129	0.131	0.129	0.1	0.13	0.131	0.13	0.101	0.163	0.1	0.1	0.132	0.131	0.097	0.1	0.129	0.098	0.098	0.1	0.624	0.609	0.608	0.625	0.624	0.625	0.642	0.625	0.625	0.625	0.624	0.626	0.609	0.609	0.609	0.609	0.64	0.609	0.609	0.609	0.625	0.593	0.624	0.624	0.608	0.609	0.626	0.623	0.609	0.624	0.625	0.624	0.001	0.113	0.619	2016_7_13_13_43_41
FLQS224TGRWM____	0.192	0.193	0.192	0.194	0.194	0.194	0.195	0.165	0.197	0.165	0.194	0.197	0.194	0.164	0.164	0.194	0.195	0.195	0.165	0.225	0.196	0.193	0.196	0.195	0.192	0.192	0.194	0.193	0.194	0.193	0.193	0.192	-0.132	-0.132	-0.133	-0.132	-0.132	-0.133	-0.131	-0.132	-0.134	-0.132	-0.132	-0.137	-0.133	-0.133	-0.133	-0.133	-0.13	-0.136	-0.133	-0.096	-0.135	-0.132	-0.132	-0.132	-0.097	-0.132	-0.133	-0.133	-0.133	-0.133	-0.133	-0.132	-0.514	-0.513	-0.513	-0.513	-0.512	-0.512	-0.512	-0.528	-0.51	-0.527	-0.512	-0.509	-0.513	-0.528	-0.527	-0.512	-0.513	-0.511	-0.527	-0.515	-0.511	-0.513	-0.512	-0.512	-0.531	-0.514	-0.512	-0.512	-0.512	-0.513	-0.512	-0.514	0.19	-0.131	-0.515	2016_7_13_13_43_45
FLQS300LGRWM____	-0.018	-0.018	-0.051	-0.051	-0.017	-0.019	-0.016	-0.018	-0.017	-0.018	-0.017	-0.019	-0.051	-0.018	-0.017	-0.052	-0.016	-0.016	-0.019	-0.018	-0.019	-0.018	-0.019	-0.017	-0.018	-0.018	-0.05	-0.018	-0.05	-0.017	-0.014	-0.018	0.004	0.004	0.002	0.003	0.004	-0.029	0.037	0.004	0.003	0.004	0.004	0.005	-0.032	-0.032	0.004	-0.031	0.036	0.004	0.005	-0.033	0.003	-0.028	0.004	0.005	-0.03	0.004	0.003	-0.028	0.003	0.002	0.004	0.004	-0.094	-0.092	-0.108	-0.109	-0.092	-0.077	-0.108	-0.093	-0.092	-0.093	-0.092	-0.094	-0.092	-0.075	-0.093	-0.092	-0.108	-0.092	-0.093	-0.075	-0.093	-0.077	-0.093	-0.093	-0.077	-0.093	-0.109	-0.077	-0.108	-0.092	-0.091	-0.094	-0.024	-0.003	-0.093	2016_7_13_13_43_48
FLQS300LGRWQ____	-0.055	-0.018	-0.055	-0.05	-0.017	-0.051	-0.019	-0.017	-0.051	-0.021	-0.017	-0.052	-0.021	-0.021	-0.054	-0.055	-0.018	-0.018	-0.052	-0.055	-0.021	-0.055	-0.022	-0.018	-0.018	-0.055	-0.053	-0.019	-0.021	-0.022	-0.051	-0.055	-0.045	-0.081	-0.081	-0.081	-0.082	-0.081	-0.084	-0.081	-0.084	-0.084	-0.082	-0.085	-0.115	-0.081	-0.08	-0.118	-0.081	-0.085	-0.083	-0.118	-0.085	-0.084	-0.082	-0.082	-0.122	-0.083	-0.082	-0.082	-0.082	-0.083	-0.082	-0.045	-0.006	0.031	0.013	0.015	0.033	0.015	0.032	0.032	0.016	0.031	0.033	0.016	0.047	0.03	0.013	0.031	0.031	0.033	0.016	0.032	0.032	0.015	0.03	0.031	0.051	0.014	0.015	0.032	0.03	0.03	0.015	-0.006	-0.035	-0.085	0.024	2016_7_13_13_43_53
FLQS300RGRWY____	-0.004	-0.034	-0.002	-0.001	-0.001	-0.001	-0.001	0	0.031	-0.004	-0.001	-0.001	-0.003	-0.004	-0.004	-0.004	0	0	0.031	-0.002	-0.001	-0.003	-0.004	-0.001	-0.002	-0.003	-0.004	-0.035	-0.004	-0.035	-0.035	-0.004	-0.011	-0.009	-0.009	-0.008	-0.008	-0.01	-0.008	-0.007	-0.011	-0.01	-0.008	-0.013	-0.007	-0.011	-0.01	-0.012	-0.008	-0.012	-0.009	-0.011	-0.014	0.028	-0.011	-0.008	-0.011	-0.011	-0.011	-0.009	-0.009	0.027	-0.01	-0.011	0.004	-0.013	0.004	0.004	0.003	0.004	0.004	0.004	0.021	0.003	0.003	0.006	0.002	0.004	0.003	0.003	0.005	0.006	0.02	0.004	0.006	-0.015	0.003	0.004	0.004	0.004	0.004	-0.012	0.002	-0.031	-0.012	0.004	-0.004	-0.008	0.002	2016_7_13_13_43_59
FLQS300VGRWQ____	0.081	0.116	0.081	0.082	0.083	0.082	0.083	0.081	0.081	0.082	0.083	0.082	0.082	0.081	0.082	0.081	0.082	0.082	0.082	0.113	0.048	0.081	0.082	0.115	0.082	0.081	0.081	0.082	0.081	0.081	0.083	0.081	-0.119	-0.087	-0.121	-0.121	-0.122	-0.119	-0.12	-0.121	-0.121	-0.12	-0.122	-0.121	-0.12	-0.121	-0.12	-0.122	-0.122	-0.122	-0.121	-0.124	-0.12	-0.089	-0.118	-0.123	-0.122	-0.122	-0.12	-0.12	-0.12	-0.122	-0.118	-0.119	0.099	0.1	0.1	0.1	0.101	0.1	0.101	0.101	0.1	0.1	0.101	0.1	0.1	0.1	0.1	0.1	0.101	0.101	0.1	0.117	0.084	0.084	0.099	0.117	0.1	0.1	0.1	0.1	0.1	0.101	0.099	0.099	0.084	-0.119	0.1	2016_7_13_13_44_03
FLQS301GGRWM____	-0.068	-0.036	-0.068	-0.035	-0.035	-0.067	-0.067	-0.066	-0.064	-0.067	-0.035	-0.098	-0.067	-0.034	-0.066	-0.066	-0.036	-0.066	-0.025	-0.066	-0.064	-0.067	-0.034	-0.067	-0.036	-0.035	-0.067	-0.067	-0.069	-0.068	-0.068	-0.068	0.096	0.162	0.098	0.097	0.131	0.095	0.094	0.096	0.131	0.097	0.131	0.096	0.129	0.129	0.093	0.129	0.097	0.131	0.128	0.13	0.131	0.127	0.128	0.095	0.131	0.127	0.129	0.127	0.098	0.095	0.094	0.096	0.593	0.576	0.592	0.608	0.592	0.594	0.595	0.594	0.578	0.594	0.592	0.579	0.577	0.593	0.596	0.577	0.609	0.576	0.599	0.577	0.578	0.578	0.594	0.594	0.592	0.594	0.577	0.577	0.592	0.594	0.594	0.593	-0.058	0.115	0.589	2016_7_13_13_44_07
FLQS303BGRWM____	-0.091	-0.122	-0.123	-0.12	-0.121	-0.121	-0.121	-0.121	-0.123	-0.123	-0.121	-0.122	-0.122	-0.091	-0.124	-0.122	-0.089	-0.121	-0.12	-0.091	-0.122	-0.124	-0.123	-0.089	-0.12	-0.123	-0.09	-0.121	-0.122	-0.122	-0.121	-0.091	0.112	0.114	0.079	0.114	0.08	0.082	0.11	0.115	0.081	0.081	0.08	0.115	0.112	0.113	0.112	0.112	0.079	0.081	0.113	0.113	0.082	0.081	0.113	0.079	0.08	0.08	0.112	0.081	0.08	0.08	0.081	0.112	0.574	0.558	0.574	0.558	0.574	0.574	0.56	0.557	0.574	0.573	0.574	0.557	0.559	0.573	0.558	0.558	0.591	0.573	0.558	0.573	0.573	0.573	0.557	0.591	0.575	0.574	0.575	0.574	0.574	0.574	0.574	0.574	-0.115	0.096	0.57	2016_7_13_13_44_18
FLQS304WGRWM____	0.249	0.25	0.251	0.252	0.251	0.249	0.246	0.251	0.255	0.252	0.251	0.257	0.253	0.25	0.252	0.251	0.246	0.256	0.251	0.251	0.254	0.25	0.251	0.246	0.246	0.249	0.251	0.215	0.251	0.249	0.246	0.249	0.073	0.069	0.072	0.108	0.036	0.073	0.071	0.111	0.071	0.072	0.036	0.07	0.072	0.07	0.071	0.069	0.071	0.072	0.037	0.071	0.071	0.071	0.072	0.072	0.073	0.072	0.071	0.07	0.072	0.072	0.073	0.073	0.087	0.089	0.089	0.072	0.106	0.087	0.087	0.069	0.091	0.088	0.106	0.093	0.09	0.089	0.089	0.09	0.087	0.091	0.106	0.089	0.09	0.088	0.089	0.087	0.086	0.088	0.09	0.072	0.088	0.088	0.086	0.087	0.249	0.07	0.089	2016_7_13_13_44_24
FLQS305DGRWM____	0.061	0.022	0.094	0.022	0.024	0.055	0.059	0.023	0.057	0.057	0.024	0.056	0.061	0.094	0.093	0.095	0.096	0.058	0.022	0.095	0.056	0.093	0.092	0.058	0.061	0.061	0.093	0.059	0.061	0.092	0.059	0.061	0.003	0.002	0.002	0.001	0.001	0.003	0.002	0.001	0.002	0.034	0.001	0.001	0.003	0	0.003	0.037	0.039	-0.001	0.035	0.037	0	0.002	0.003	0.001	0.001	0.003	0.036	0.003	0.001	0.003	0.001	0.003	0.028	0.011	0.046	0.011	0.012	0.026	0.028	0.011	0.027	0.011	0.012	0.028	0.029	0.047	0.044	0.028	0.028	0.029	-0.006	0.029	0.028	0.045	0.045	0.028	0.031	0.028	0.029	0.028	0.03	0.044	0.029	0.028	0.063	0.008	0.027	2016_7_13_13_44_28
FLQS305NGRWM____	0.051	0.019	0.051	0.05	0.019	0.016	0.052	0.017	0.018	0.05	0.019	0.05	0.017	0.049	0.05	0.051	0.052	0.049	0.017	0.05	0.051	0.05	0.048	0.05	0.019	0.05	0.049	0.051	0.05	0.05	0.05	0.051	0.025	0.057	0.059	0.057	0.059	0.058	0.026	0.059	0.023	0.025	0.059	0.024	0.056	0.059	0.057	0.059	0.058	0.059	0.057	0.058	0.023	0.057	0.057	0.024	0.058	0.026	0.058	0.056	0.024	0.025	0.057	0.025	0.013	-0.018	-0.003	-0.004	-0.02	-0.021	0.013	-0.021	-0.002	0.012	-0.02	0.013	-0.019	-0.004	-0.004	-0.005	-0.003	-0.005	-0.019	-0.004	0.013	-0.003	-0.005	0.012	-0.019	0.012	-0.004	-0.003	0.013	0.012	-0.004	0.013	0.041	0.046	-0.003	2016_7_13_13_44_31
FLQS307KGRWV____	-0.066	-0.068	-0.068	-0.034	-0.031	-0.033	-0.067	-0.034	-0.064	-0.066	-0.031	-0.066	-0.101	-0.065	-0.1	-0.067	-0.068	-0.068	-0.068	-0.068	-0.065	-0.067	-0.065	-0.067	-0.068	-0.067	-0.067	-0.068	-0.065	-0.066	-0.069	-0.066	-0.013	-0.046	0.022	-0.048	-0.014	-0.046	-0.046	-0.049	-0.012	0.017	-0.014	-0.012	-0.047	-0.047	-0.013	-0.012	-0.047	-0.013	-0.014	-0.049	-0.045	-0.047	0.018	-0.011	-0.013	-0.013	-0.053	-0.047	-0.014	-0.047	-0.047	-0.013	0.648	0.663	0.629	0.681	0.666	0.681	0.664	0.681	0.647	0.633	0.666	0.647	0.647	0.665	0.63	0.646	0.663	0.647	0.648	0.665	0.664	0.664	0.632	0.647	0.647	0.647	0.667	0.663	0.648	0.665	0.664	0.648	-0.064	-0.026	0.655	2016_7_13_13_44_35
FLQS308YGRWQ____	-0.109	-0.078	-0.11	-0.11	-0.078	-0.077	-0.042	-0.078	-0.076	-0.111	-0.078	-0.078	-0.11	-0.078	-0.111	-0.108	-0.076	-0.077	-0.078	-0.111	-0.077	-0.11	-0.109	-0.077	-0.043	-0.109	-0.11	-0.111	-0.11	-0.079	-0.042	-0.109	0.062	0.031	0.063	0.062	0.063	0.063	0.063	0.061	0.062	0.061	0.063	0.063	0.028	0.029	0.027	0.062	0.063	0.064	0.028	0.063	0.064	0.029	0.062	0.063	0.029	0.062	0.062	0.03	0.062	0.061	0.062	0.062	-0.085	-0.054	-0.086	-0.085	-0.07	-0.069	-0.052	-0.068	-0.069	-0.085	-0.07	-0.07	-0.068	-0.053	-0.068	-0.085	-0.069	-0.07	-0.053	-0.086	-0.069	-0.069	-0.084	-0.069	-0.035	-0.085	-0.085	-0.07	-0.085	-0.069	-0.051	-0.085	-0.089	0.054	-0.071	2016_7_13_13_44_38
FLQS309NGRWM____	0.162	0.129	0.163	0.129	0.098	0.129	0.133	0.097	0.131	0.163	0.098	0.132	0.133	0.13	0.129	0.133	0.128	0.133	0.13	0.165	0.098	0.163	0.129	0.096	0.129	0.128	0.133	0.129	0.162	0.163	0.13	0.162	-0.045	-0.012	-0.011	-0.011	-0.01	-0.043	-0.009	-0.045	-0.045	-0.042	-0.01	-0.045	-0.012	-0.011	-0.011	-0.011	-0.011	-0.011	-0.013	-0.01	-0.011	-0.044	-0.011	-0.044	-0.011	-0.044	-0.012	-0.011	-0.011	-0.046	-0.044	-0.045	0.102	0.07	0.086	0.069	0.054	0.085	0.07	0.071	0.087	0.101	0.054	0.088	0.071	0.07	0.069	0.071	0.069	0.072	0.07	0.087	0.055	0.102	0.068	0.069	0.07	0.086	0.071	0.069	0.085	0.104	0.086	0.102	0.133	-0.023	0.078	2016_7_13_13_44_42
FLQS309QGRWV____	0.006	0.002	0.006	0.003	0.003	0.002	0.005	0.003	0.006	0.006	0.003	0.007	0.005	0.007	0.006	0.005	0.004	0.005	0.004	0.005	0.005	0.006	0.042	0.003	0.003	0.04	0.005	0.003	0.006	0.005	0.001	0.006	-0.018	-0.049	-0.05	-0.05	-0.048	-0.049	-0.049	-0.049	-0.045	-0.049	-0.048	-0.017	-0.047	-0.049	-0.05	-0.049	-0.048	-0.05	-0.049	-0.049	-0.047	-0.049	-0.016	-0.048	-0.017	-0.017	-0.049	-0.05	-0.049	-0.047	-0.048	-0.018	0.011	0.025	0.028	0.026	0.025	0.026	0.027	0.026	0.025	0.027	0.025	0.012	0.026	0.028	0.028	0.027	0.026	0.027	0.026	0.027	0.027	0.028	0.029	0.026	0.009	0.029	0.026	0.026	0.027	0.026	0.025	0.011	0.007	-0.043	0.025	2016_7_13_13_44_45
FLQS309TGRWY____	0.058	0.06	0.093	0.06	0.06	0.061	0.059	0.06	0.06	0.059	0.06	0.06	0.06	0.062	0.094	0.06	0.059	0.061	0.061	0.06	0.061	0.058	0.059	0.059	0.058	0.059	0.093	0.093	0.06	0.06	0.06	0.058	-0.066	-0.069	-0.066	-0.071	-0.07	-0.069	-0.069	-0.072	-0.07	-0.067	-0.07	-0.071	-0.069	-0.067	-0.068	-0.069	-0.069	-0.071	-0.069	-0.068	-0.07	-0.067	-0.067	-0.071	-0.069	-0.066	-0.07	-0.068	-0.068	-0.068	-0.069	-0.066	0.061	0.064	0.079	0.065	0.065	0.064	0.063	0.065	0.065	0.062	0.065	0.064	0.064	0.064	0.079	0.064	0.064	0.065	0.064	0.063	0.065	0.061	0.062	0.065	0.063	0.062	0.08	0.08	0.064	0.064	0.063	0.061	0.064	-0.069	0.066	2016_7_13_16_25_50
