SN	Distance_X_LOGO_MainBoard_RD1	Distance_X_LOGO_MainBoard_RD2	Distance_X_LOGO_MainBoard_RD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RD1	Distance_Y_LOGO_MainBoard_RD2	Distance_Y_LOGO_MainBoard_RD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RD1	Angle_MainBoard_RD2	Angle_MainBoard_RD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS301EGRWQ____	0.078	0.121	0.118	0.12	0.117	0.121	0.118	0.08	0.121	0.08	0.117	0.081	0.117	0.083	0.083	0.083	0.081	0.079	0.083	0.078	0.083	0.08	0.083	0.081	0.118	0.118	0.078	0.118	0.117	0.078	0.079	0.079	-0.069	-0.066	-0.062	-0.105	-0.025	-0.027	-0.064	-0.067	-0.027	-0.067	-0.025	-0.066	-0.066	-0.067	-0.068	-0.067	-0.066	-0.07	-0.068	-0.029	-0.067	-0.07	-0.068	-0.065	-0.062	-0.062	-0.029	-0.062	-0.025	-0.029	-0.071	-0.07	0.054	0.071	0.069	0.082	0.058	0.06	0.07	0.055	0.06	0.055	0.058	0.055	0.069	0.056	0.057	0.056	0.055	0.054	0.057	0.043	0.056	0.055	0.057	0.054	0.069	0.069	0.043	0.069	0.058	0.043	0.055	0.054	0.096	-0.058	0.059	2016_7_13_17_39_33
FLQS310RGRWV____	-0.256	-0.215	-0.218	-0.215	-0.218	-0.256	-0.212	-0.215	-0.256	-0.215	-0.218	-0.218	-0.218	-0.255	-0.216	-0.255	-0.218	-0.294	-0.216	-0.258	-0.255	-0.255	-0.216	-0.258	-0.218	-0.218	-0.258	-0.218	-0.218	-0.258	-0.255	-0.294	0.061	0.068	0.064	0.075	0.101	0.066	0.068	0.035	0.066	0.035	0.101	0.065	0.07	0.033	0.032	0.033	0.065	0.031	0.032	0.031	0.033	0.058	0.032	0.033	0.064	0.064	0.031	0.064	0.101	0.031	0.034	0.031	-0.215	-0.2	-0.199	-0.201	-0.21	-0.216	-0.198	-0.19	-0.216	-0.19	-0.21	-0.2	-0.202	-0.206	-0.189	-0.206	-0.2	-0.222	-0.189	-0.207	-0.206	-0.213	-0.189	-0.207	-0.199	-0.199	-0.207	-0.199	-0.21	-0.207	-0.206	-0.222	-0.236	0.053	-0.204	2016_7_13_17_39_38
FLQS317CGRWY____	0.128	0.128	0.126	0.126	0.123	0.125	0.127	0.126	0.125	0.126	0.123	0.086	0.126	0.088	0.084	0.088	0.086	0.125	0.084	0.125	0.088	0.124	0.084	0.127	0.126	0.126	0.125	0.126	0.123	0.125	0.125	0.125	-0.077	-0.076	-0.073	-0.072	-0.071	-0.038	-0.072	-0.073	-0.038	-0.073	-0.071	-0.073	-0.075	-0.07	-0.071	-0.07	-0.073	-0.073	-0.071	-0.072	-0.07	-0.074	-0.071	-0.07	-0.073	-0.073	-0.072	-0.073	-0.071	-0.072	-0.073	-0.073	0.073	0.072	0.071	0.071	0.07	0.061	0.072	0.071	0.061	0.071	0.07	0.054	0.071	0.055	0.054	0.055	0.054	0.071	0.054	0.07	0.055	0.071	0.054	0.071	0.071	0.071	0.07	0.071	0.07	0.07	0.071	0.071	0.116	-0.07	0.066	2016_7_13_17_39_44
FLQS319LGRWY____	-0.256	-0.258	-0.259	-0.26	-0.26	-0.261	-0.261	-0.261	-0.261	-0.261	-0.26	-0.259	-0.261	-0.256	-0.26	-0.256	-0.259	-0.258	-0.26	-0.26	-0.256	-0.262	-0.26	-0.259	-0.259	-0.259	-0.26	-0.259	-0.26	-0.26	-0.26	-0.258	0.095	0.094	0.095	0.092	0.092	0.13	0.098	0.091	0.13	0.091	0.092	0.095	0.092	0.092	0.096	0.092	0.095	0.095	0.096	0.094	0.092	0.1	0.096	0.093	0.095	0.095	0.094	0.095	0.092	0.094	0.096	0.095	-0.3	-0.299	-0.3	-0.3	-0.3	-0.311	-0.302	-0.301	-0.311	-0.301	-0.3	-0.3	-0.3	-0.299	-0.302	-0.299	-0.3	-0.3	-0.302	-0.301	-0.299	-0.304	-0.302	-0.3	-0.3	-0.3	-0.301	-0.3	-0.3	-0.301	-0.302	-0.3	-0.259	0.096	-0.301	2016_7_13_17_39_49
FLQS3106GRWV____	-0.135	-0.081	-0.08	-0.079	-0.084	-0.08	-0.08	-0.08	-0.08	-0.08	-0.084	-0.08	-0.08	-0.078	-0.08	-0.078	-0.08	-0.08	-0.08	-0.081	-0.078	-0.08	-0.08	-0.078	-0.08	-0.08	-0.081	-0.08	-0.084	-0.081	-0.081	-0.08	-0.002	0.001	-0.003	-0.033	-0.002	-0.002	-0.001	0.001	-0.002	0.001	-0.002	-0.002	0.001	-0.036	-0.004	-0.036	-0.002	0	-0.004	-0.001	-0.036	-0.002	-0.004	-0.031	-0.003	-0.003	-0.001	-0.003	-0.002	-0.001	-0.033	0	0.565	0.587	0.588	0.597	0.586	0.588	0.587	0.587	0.588	0.587	0.586	0.588	0.587	0.598	0.588	0.598	0.588	0.588	0.588	0.587	0.598	0.588	0.588	0.597	0.588	0.588	0.587	0.588	0.586	0.587	0.596	0.588	-0.082	-0.008	0.589	2016_7_13_17_39_54
FLQS3126GRWV____	-0.202	-0.2	-0.202	-0.199	-0.2	-0.201	-0.205	-0.199	-0.201	-0.199	-0.2	-0.203	-0.196	-0.203	-0.202	-0.203	-0.203	-0.206	-0.202	-0.162	-0.203	-0.205	-0.202	-0.199	-0.202	-0.202	-0.162	-0.202	-0.2	-0.162	-0.2	-0.206	0.188	0.157	0.193	0.191	0.195	0.193	0.153	0.155	0.193	0.155	0.195	0.155	0.158	0.156	0.154	0.156	0.155	0.193	0.154	0.197	0.156	0.19	0.154	0.156	0.193	0.193	0.197	0.193	0.195	0.197	0.192	0.193	-0.168	-0.158	-0.17	-0.168	-0.169	-0.169	-0.159	-0.157	-0.169	-0.157	-0.169	-0.159	-0.157	-0.16	-0.159	-0.16	-0.159	-0.171	-0.159	-0.153	-0.16	-0.17	-0.159	-0.158	-0.17	-0.17	-0.153	-0.17	-0.169	-0.153	-0.168	-0.171	-0.198	0.177	-0.163	2016_7_13_17_40_02
FLQS3115GRWV____	-0.054	-0.056	-0.058	-0.057	-0.057	-0.054	-0.059	-0.058	-0.054	-0.058	-0.057	-0.056	-0.057	-0.098	-0.058	-0.098	-0.056	-0.052	-0.058	-0.052	-0.098	-0.056	-0.058	-0.055	-0.058	-0.058	-0.052	-0.058	-0.057	-0.052	-0.054	-0.052	0.003	0.004	0.003	0.038	0.004	0.037	0.036	0.005	0.037	0.005	0.004	0.036	0.044	0.003	0.002	0.003	0.036	0.006	0.002	-0.029	0.003	0.003	0.002	0.004	0.003	0.003	-0.029	0.003	0.004	-0.029	0.006	0.006	0.006	0.005	0.005	-0.005	0.004	-0.004	-0.006	0.004	-0.004	0.004	0.004	-0.003	-0.007	-0.012	0.005	-0.012	-0.003	0.006	0.005	0.016	-0.012	0.005	0.005	0.005	0.005	0.005	0.016	0.005	0.004	0.016	0.005	0.006	-0.06	0.008	0.002	2016_7_13_17_40_08
FLQS30VBGRWV____	-0.066	-0.065	-0.026	-0.062	0.014	-0.063	-0.025	-0.063	-0.063	-0.063	0.014	-0.063	-0.062	-0.026	-0.027	-0.026	-0.063	-0.025	-0.027	-0.025	-0.026	0.014	-0.027	-0.025	-0.026	-0.026	-0.025	-0.026	0.014	-0.025	-0.023	-0.025	0.074	0.018	0.013	0.013	0.048	0.013	0.049	0.015	0.013	0.015	0.048	0.015	0.014	0.015	0.046	0.015	0.015	0.046	0.046	0.044	0.015	0.05	0.046	0.048	0.013	0.013	0.044	0.013	0.048	0.044	0.016	0.046	-0.059	-0.042	-0.025	-0.04	-0.018	-0.041	-0.034	-0.04	-0.041	-0.04	-0.018	-0.041	-0.041	-0.025	-0.034	-0.025	-0.041	-0.033	-0.034	-0.033	-0.025	-0.019	-0.034	-0.034	-0.025	-0.025	-0.033	-0.025	-0.018	-0.033	-0.024	-0.033	-0.032	0.03	-0.032	2016_7_13_13_48_32
FLQS30X6GRWY____	-0.054	-0.055	-0.014	-0.052	-0.056	-0.054	-0.05	-0.052	-0.054	-0.052	-0.056	-0.051	-0.052	-0.015	-0.051	-0.015	-0.051	-0.049	-0.051	-0.055	-0.015	-0.053	-0.051	-0.053	-0.014	-0.014	-0.055	-0.014	-0.056	-0.055	-0.056	-0.049	0.004	0.003	0.009	0.007	0.042	0.006	0.042	0.043	0.006	0.043	0.042	0.048	0.007	0.009	0.009	0.009	0.048	0.007	0.009	0.007	0.009	0.008	0.009	0.006	0.009	0.009	0.007	0.009	0.042	0.007	0.006	0.007	0.608	0.608	0.624	0.608	0.597	0.608	0.599	0.598	0.608	0.598	0.597	0.597	0.608	0.623	0.608	0.623	0.597	0.61	0.608	0.607	0.623	0.607	0.608	0.608	0.624	0.624	0.607	0.624	0.597	0.607	0.608	0.61	-0.044	0.016	0.609	2016_7_13_13_48_36
FLQS31CRGRWY____	-0.066	-0.066	-0.068	-0.065	-0.064	-0.066	-0.065	-0.065	-0.066	-0.065	-0.064	-0.069	-0.067	-0.106	-0.066	-0.106	-0.069	-0.067	-0.066	-0.066	-0.106	-0.066	-0.066	-0.065	-0.068	-0.068	-0.066	-0.068	-0.064	-0.066	-0.067	-0.067	0.01	0.046	0.007	0.005	0.006	0.006	0.006	0.004	0.006	0.004	0.006	0.009	0.002	0.004	0.008	0.004	0.009	0.006	0.008	0.006	0.004	0.007	0.008	0.003	0.007	0.007	0.006	0.007	0.006	0.006	0.007	0.006	-0.06	-0.071	-0.06	-0.059	-0.059	-0.059	-0.059	-0.058	-0.059	-0.058	-0.059	-0.061	-0.059	-0.075	-0.06	-0.075	-0.061	-0.06	-0.06	-0.059	-0.075	-0.059	-0.06	-0.058	-0.06	-0.06	-0.059	-0.06	-0.059	-0.059	-0.059	-0.06	-0.07	0.007	-0.061	2016_7_13_13_48_39
FLQS31FWGRWY____	-0.051	-0.05	-0.051	-0.053	-0.014	-0.01	-0.051	-0.049	-0.01	-0.049	-0.014	-0.054	-0.046	-0.051	-0.056	-0.051	-0.054	-0.106	-0.056	-0.052	-0.051	-0.016	-0.056	-0.054	-0.051	-0.051	-0.052	-0.051	-0.014	-0.052	-0.052	-0.106	0.048	0.043	0.047	0.046	0.048	0.05	0.049	0.044	0.05	0.044	0.048	0.048	0.047	0.083	0.047	0.083	0.048	0.005	0.047	0.046	0.083	0.05	0.047	0.045	0.047	0.047	0.046	0.047	0.048	0.046	0.046	0.005	-0.451	-0.45	-0.451	-0.452	-0.436	-0.435	-0.452	-0.45	-0.435	-0.45	-0.436	-0.454	-0.45	-0.462	-0.454	-0.462	-0.454	-0.463	-0.454	-0.452	-0.462	-0.438	-0.454	-0.452	-0.451	-0.451	-0.452	-0.451	-0.436	-0.452	-0.452	-0.463	-0.048	0.048	-0.45	2016_7_13_13_48_41
FLQS200ZGRX8____	0.098	0.057	0.06	0.054	0.097	0.055	0.095	0.055	0.055	0.055	0.097	0.056	0.055	0.05	0.056	0.05	0.056	0.058	0.056	0.054	0.05	0.094	0.056	0.053	0.06	0.06	0.054	0.06	0.097	0.054	0.051	0.058	-0.01	-0.012	-0.009	-0.05	-0.008	-0.011	-0.045	-0.013	-0.011	-0.013	-0.008	-0.012	-0.01	-0.047	-0.013	-0.047	-0.012	-0.013	-0.013	-0.047	-0.047	-0.012	-0.013	-0.047	-0.009	-0.009	-0.047	-0.009	-0.008	-0.047	-0.046	-0.013	-0.588	-0.605	-0.604	-0.595	-0.589	-0.606	-0.58	-0.606	-0.606	-0.606	-0.589	-0.604	-0.606	-0.597	-0.605	-0.597	-0.604	-0.604	-0.605	-0.596	-0.597	-0.589	-0.605	-0.596	-0.604	-0.604	-0.596	-0.604	-0.589	-0.596	-0.597	-0.604	0.063	-0.022	-0.599	2016_7_13_13_48_44
FLQS224LGRWM____	0.04	0.039	0.039	0.042	0.043	0.08	0.038	0.044	0.08	0.044	0.043	0.039	0.044	0.038	0.039	0.038	0.039	0.039	0.039	0.042	0.038	0.075	0.039	0.043	0.039	0.039	0.042	0.039	0.043	0.042	0.039	0.039	0.031	0.029	0.026	0.028	0.028	0.031	0.025	0.03	0.031	0.03	0.028	0.026	0.031	0.027	0.031	0.027	0.026	0.029	0.031	0.026	0.027	0.03	0.031	0.027	0.026	0.026	0.026	0.026	0.028	0.026	0.028	0.029	0.007	0.006	0.007	0.008	0.009	0.023	0.008	0.008	0.023	0.008	0.009	0.007	0.008	0.006	0.007	0.006	0.007	0.007	0.007	0.008	0.006	0.021	0.007	0.009	0.007	0.007	0.008	0.007	0.009	0.008	0.007	0.007	0.044	0.028	0.009	2016_7_13_13_48_46
FLQS224TGRWM____	0.074	0.103	0.086	0.101	0.142	0.146	0.146	0.145	0.146	0.145	0.142	0.085	0.102	0.086	0.093	0.086	0.085	0.144	0.093	0.147	0.086	0.197	0.093	0.102	0.086	0.086	0.147	0.086	0.142	0.147	0.147	0.144	-0.015	-0.078	-0.033	-0.009	-0.036	-0.012	0.026	-0.042	-0.012	-0.042	-0.036	-0.031	-0.004	-0.032	0.032	-0.032	-0.031	-0.015	0.032	-0.014	-0.032	0.01	0.032	-0.009	-0.033	-0.033	-0.014	-0.033	-0.036	-0.014	-0.013	-0.015	-0.517	-0.487	-0.507	-0.508	-0.483	-0.488	-0.498	-0.479	-0.488	-0.479	-0.483	-0.508	-0.508	-0.507	-0.522	-0.507	-0.508	-0.488	-0.522	-0.487	-0.507	-0.472	-0.522	-0.507	-0.507	-0.507	-0.487	-0.507	-0.483	-0.487	-0.487	-0.488	0.118	-0.018	-0.498	2016_7_13_13_48_49
FLQS300LGRWM____	-0.074	-0.03	-0.029	-0.03	-0.03	-0.029	0.02	-0.03	-0.029	-0.03	-0.03	-0.03	-0.031	-0.029	-0.032	-0.029	-0.03	-0.065	-0.032	-0.068	-0.029	-0.065	-0.032	-0.029	-0.029	-0.029	-0.068	-0.029	-0.03	-0.068	-0.067	-0.065	-0.025	-0.022	0.003	0.007	0.006	0.006	0.045	0.005	0.006	0.005	0.006	0.004	0.006	0.007	0.007	0.007	0.004	0.005	0.007	0.005	0.007	0.002	0.007	0.008	0.003	0.003	0.005	0.003	0.006	0.005	0.003	0.005	-0.106	-0.089	-0.095	-0.096	-0.096	-0.096	-0.087	-0.096	-0.096	-0.096	-0.096	-0.096	-0.096	-0.096	-0.097	-0.096	-0.096	-0.111	-0.097	-0.112	-0.096	-0.11	-0.097	-0.097	-0.095	-0.095	-0.112	-0.095	-0.096	-0.112	-0.11	-0.111	-0.038	0.005	-0.099	2016_7_13_13_48_51
FLQS300LGRWQ____	-0.048	-0.002	-0.039	-0.002	-0.001	0.001	-0.075	-0.002	0.001	-0.002	-0.001	-0.003	0	-0.003	-0.039	-0.003	-0.003	-0.04	-0.039	-0.001	-0.003	-0.038	-0.039	-0.002	-0.039	-0.039	-0.001	-0.039	-0.001	-0.001	-0.08	-0.04	-0.091	-0.063	-0.062	-0.062	-0.062	-0.089	-0.062	-0.063	-0.089	-0.063	-0.062	-0.063	-0.064	-0.062	-0.059	-0.062	-0.063	-0.062	-0.059	-0.061	-0.062	-0.061	-0.059	-0.063	-0.062	-0.062	-0.061	-0.062	-0.062	-0.061	-0.067	-0.062	0.444	0.455	0.439	0.455	0.455	0.463	0.425	0.455	0.463	0.455	0.455	0.454	0.455	0.454	0.438	0.454	0.454	0.439	0.438	0.455	0.454	0.439	0.438	0.455	0.439	0.439	0.455	0.439	0.455	0.455	0.424	0.439	-0.02	-0.064	0.448	2016_7_13_13_48_54
FLQS300RGRWY____	-0.019	-0.019	-0.02	-0.022	-0.059	-0.023	-0.02	-0.021	-0.023	-0.021	-0.059	-0.021	-0.021	-0.022	-0.021	-0.022	-0.021	-0.018	-0.021	-0.02	-0.022	-0.057	-0.021	-0.021	-0.02	-0.02	-0.02	-0.02	-0.059	-0.02	-0.058	-0.018	-0.034	-0.038	-0.04	-0.04	-0.04	-0.04	-0.036	-0.039	-0.04	-0.039	-0.04	-0.041	-0.041	-0.043	-0.041	-0.043	-0.041	-0.012	-0.041	-0.006	-0.043	-0.013	-0.041	-0.04	-0.04	-0.04	-0.006	-0.04	-0.04	-0.006	-0.01	-0.012	-0.059	-0.057	-0.057	-0.057	-0.073	-0.058	-0.059	-0.057	-0.058	-0.057	-0.073	-0.058	-0.057	-0.057	-0.057	-0.057	-0.058	-0.065	-0.057	-0.066	-0.057	-0.08	-0.057	-0.057	-0.057	-0.057	-0.066	-0.057	-0.073	-0.066	-0.081	-0.065	-0.026	-0.033	-0.061	2016_7_13_13_48_58
FLQS300VGRWQ____	-0.067	-0.008	-0.055	-0.012	-0.057	-0.017	-0.015	-0.006	-0.017	-0.006	-0.057	-0.054	-0.007	-0.055	-0.018	-0.055	-0.054	-0.056	-0.018	-0.056	-0.055	-0.056	-0.018	-0.008	-0.055	-0.055	-0.056	-0.055	-0.057	-0.056	-0.058	-0.056	0.055	0.064	0.037	0.048	-0.004	0.004	0.043	0.066	0.004	0.066	-0.004	0.035	0.028	0.036	0.036	0.036	0.035	0.039	0.036	0.037	0.036	0.037	0.036	0.023	0.037	0.037	0.037	0.037	-0.004	0.037	0.033	0.039	-0.597	-0.574	-0.586	-0.571	-0.576	-0.561	-0.571	-0.574	-0.561	-0.574	-0.576	-0.586	-0.564	-0.585	-0.571	-0.585	-0.586	-0.587	-0.571	-0.587	-0.585	-0.587	-0.571	-0.563	-0.586	-0.586	-0.587	-0.586	-0.576	-0.587	-0.587	-0.587	-0.04	0.034	-0.579	2016_7_13_13_49_01
FLQS301GGRWM____	0.067	0.067	0.066	0.07	0.067	0.068	0.064	0.067	0.068	0.067	0.067	0.064	0.067	0.03	0.065	0.03	0.064	0.03	0.065	0.07	0.03	0.028	0.065	0.07	0.066	0.066	0.07	0.066	0.067	0.07	0.07	0.03	-0.01	-0.008	-0.006	-0.005	-0.004	-0.004	-0.041	-0.007	-0.004	-0.007	-0.004	-0.005	-0.04	-0.008	-0.008	-0.008	-0.005	0.027	-0.008	-0.002	-0.008	-0.005	-0.008	-0.006	-0.006	-0.006	-0.002	-0.006	-0.004	-0.002	-0.04	0.027	0.006	0.006	0.004	0.006	0.004	0.005	0.014	0.005	0.005	0.005	0.004	0.004	0.015	-0.009	0.005	-0.009	0.004	-0.02	0.005	0.005	-0.009	-0.011	0.005	0.007	0.004	0.004	0.005	0.004	0.004	0.005	0.017	-0.02	0.06	-0.007	0.003	2016_7_13_13_49_05
FLQS303BGRWM____	0.018	-0.046	-0.039	-0.037	-0.051	-0.041	-0.036	-0.039	-0.041	-0.039	-0.051	-0.035	-0.048	-0.033	0.003	-0.033	-0.035	0.005	0.003	-0.04	-0.033	-0.037	0.003	-0.047	-0.039	-0.039	-0.04	-0.039	-0.051	-0.04	-0.04	0.005	-0.007	-0.025	0.01	0.036	-0.016	0.003	0.001	0.002	0.003	0.002	-0.016	0.004	-0.021	0.037	0.002	0.037	0.004	0.041	0.002	-0.001	0.037	0.002	0.002	-0.017	0.01	0.01	-0.001	0.01	-0.016	-0.001	-0.002	0.041	0.079	0.057	0.051	0.045	0.053	0.053	0.055	0.054	0.053	0.054	0.053	0.054	0.056	0.046	0.071	0.046	0.054	0.061	0.071	0.054	0.046	0.054	0.071	0.055	0.051	0.051	0.054	0.051	0.053	0.054	0.054	0.061	-0.032	0.005	0.056	2016_7_13_13_49_10
FLQS304WGRWM____	0.522	0.563	0.56	0.563	0.562	0.561	0.561	0.561	0.561	0.561	0.562	0.561	0.563	0.563	0.52	0.563	0.561	0.562	0.52	0.564	0.563	0.56	0.52	0.563	0.56	0.56	0.564	0.56	0.562	0.564	0.565	0.562	-0.019	-0.012	-0.011	-0.013	-0.012	-0.012	-0.047	-0.012	-0.012	-0.012	-0.012	-0.01	-0.009	-0.009	-0.01	-0.009	-0.01	-0.01	-0.01	-0.012	-0.009	-0.009	-0.01	-0.011	-0.011	-0.011	-0.012	-0.011	-0.012	-0.012	-0.009	-0.01	-0.42	-0.404	-0.406	-0.404	-0.405	-0.405	-0.396	-0.405	-0.405	-0.405	-0.405	-0.406	-0.406	-0.405	-0.422	-0.405	-0.406	-0.405	-0.422	-0.404	-0.405	-0.406	-0.422	-0.405	-0.406	-0.406	-0.404	-0.406	-0.405	-0.404	-0.404	-0.405	0.557	-0.012	-0.407	2016_7_13_13_49_16
FLQS305DGRWM____	-0.004	-0.003	0.038	-0.001	0.002	-0.001	0	0.002	-0.001	0.002	0.002	0.036	0.001	0.037	0.038	0.037	0.036	-0.001	0.038	-0.002	0.037	0.001	0.038	0	0.038	0.038	-0.002	0.038	0.002	-0.002	-0.002	-0.001	0.038	0.04	0.004	0.002	0.004	0.001	0.003	-0.037	0.001	-0.037	0.004	0.005	0.041	0.044	0.042	0.044	0.005	0.041	0.042	0	0.044	0.004	0.042	0.001	0.004	0.004	0	0.004	0.004	0	0.001	0.041	0.641	0.641	0.668	0.653	0.653	0.653	0.653	0.665	0.653	0.665	0.653	0.667	0.642	0.657	0.657	0.657	0.667	0.641	0.657	0.653	0.657	0.653	0.657	0.653	0.668	0.668	0.653	0.668	0.653	0.653	0.653	0.641	0.014	0.014	0.655	2016_7_13_13_49_20
FLQS305NGRWM____	0.003	0.043	0.001	0.002	0.041	0.04	0.044	0.042	0.04	0.042	0.041	0	0.001	0.002	0.002	0.002	0	0.045	0.002	0.001	0.002	0.046	0.002	0.002	0.001	0.001	0.001	0.001	0.041	0.001	0.002	0.045	0.013	0.045	0.01	0.041	0.041	0.043	0.045	0.078	0.043	0.078	0.041	0.01	0.01	0.009	0.042	0.009	0.01	0.041	0.042	0.039	0.009	0.013	0.042	0.042	0.01	0.01	0.039	0.01	0.041	0.039	0.009	0.041	-0.541	-0.534	-0.542	-0.55	-0.534	-0.535	-0.533	-0.544	-0.535	-0.544	-0.534	-0.542	-0.542	-0.541	-0.55	-0.541	-0.542	-0.532	-0.55	-0.55	-0.541	-0.524	-0.55	-0.549	-0.542	-0.542	-0.55	-0.542	-0.534	-0.55	-0.54	-0.532	0.017	0.031	-0.541	2016_7_13_13_49_24
FLQS307KGRWV____	-0.021	-0.022	-0.026	0.021	-0.026	-0.025	-0.022	-0.026	-0.025	-0.026	-0.026	-0.026	-0.026	-0.025	-0.026	-0.025	-0.026	-0.023	-0.026	-0.025	-0.025	-0.018	-0.026	-0.026	-0.026	-0.026	-0.025	-0.026	-0.026	-0.025	-0.024	-0.023	0.002	-0.029	0.007	0.014	-0.031	-0.029	0.009	-0.032	-0.029	-0.032	-0.031	-0.029	-0.031	-0.028	-0.026	-0.028	-0.029	-0.024	-0.026	-0.028	-0.028	-0.024	-0.026	-0.032	0.007	0.007	-0.028	0.007	-0.031	-0.028	-0.03	-0.024	0.492	0.5	0.488	0.506	0.498	0.498	0.488	0.499	0.498	0.499	0.498	0.498	0.499	0.498	0.498	0.498	0.498	0.498	0.498	0.498	0.498	0.5	0.498	0.499	0.488	0.488	0.498	0.488	0.498	0.498	0.499	0.498	-0.023	-0.021	0.497	2016_7_13_13_49_29
FLQS308YGRWQ____	0.005	0.006	-0.03	0.007	0.008	0.007	0.007	0.007	0.007	0.007	0.008	-0.033	0.008	0.007	-0.035	0.007	-0.033	-0.033	-0.035	0.009	0.007	0.008	-0.035	0.006	-0.03	-0.03	0.009	-0.03	0.008	0.009	0.007	-0.033	-0.009	-0.007	-0.006	-0.004	-0.004	-0.004	-0.005	-0.007	-0.004	-0.007	-0.004	-0.005	-0.006	-0.007	-0.003	-0.007	-0.005	-0.004	-0.003	-0.004	-0.007	-0.002	-0.003	-0.005	-0.006	-0.006	-0.004	-0.006	-0.004	-0.004	-0.002	-0.004	-0.027	-0.027	-0.042	-0.028	-0.027	-0.028	-0.028	-0.027	-0.028	-0.027	-0.027	-0.045	-0.026	-0.027	-0.046	-0.027	-0.045	-0.045	-0.046	-0.027	-0.027	-0.028	-0.046	-0.028	-0.042	-0.042	-0.027	-0.042	-0.027	-0.027	-0.029	-0.045	-0.006	-0.005	-0.033	2016_7_13_13_49_32
FLQS309NGRWM____	-0.039	0.003	-0.032	-0.038	0.002	0.002	0.001	-0.036	0.002	-0.036	0.002	0.039	-0.035	0.001	-0.038	0.001	0.039	0.001	-0.038	0.001	0.001	0	-0.038	-0.036	-0.032	-0.032	0.001	-0.032	0.002	0.001	0.003	0.001	-0.049	-0.01	-0.012	-0.055	-0.012	-0.014	-0.007	-0.007	-0.014	-0.007	-0.012	-0.008	-0.006	-0.009	0.034	-0.009	-0.008	-0.009	0.034	-0.013	-0.009	-0.048	0.034	-0.007	-0.012	-0.012	-0.013	-0.012	-0.012	-0.013	-0.049	-0.009	-0.024	-0.017	-0.032	-0.023	-0.018	-0.017	-0.02	-0.035	-0.017	-0.035	-0.018	-0.003	-0.035	-0.019	-0.047	-0.019	-0.003	-0.019	-0.047	-0.018	-0.019	-0.008	-0.047	-0.034	-0.032	-0.032	-0.018	-0.032	-0.018	-0.018	-0.007	-0.019	-0.011	-0.011	-0.023	2016_7_13_13_49_37
FLQS309QGRWV____	-0.003	0	-0.037	0	-0.002	-0.001	-0.002	-0.001	-0.001	-0.001	-0.002	-0.037	0.001	-0.004	-0.005	-0.004	-0.037	-0.001	-0.005	-0.001	-0.004	-0.002	-0.005	0	-0.037	-0.037	-0.001	-0.037	-0.002	-0.001	-0.004	-0.001	-0.005	-0.004	-0.003	-0.003	-0.004	-0.039	-0.001	-0.003	-0.039	-0.003	-0.004	-0.003	-0.001	0	-0.001	0	-0.003	-0.003	-0.001	-0.003	0	-0.002	-0.001	-0.005	-0.003	-0.003	-0.003	-0.003	-0.004	-0.003	-0.003	-0.003	0.613	0.614	0.599	0.614	0.614	0.624	0.613	0.614	0.624	0.614	0.614	0.599	0.614	0.611	0.611	0.611	0.599	0.614	0.611	0.615	0.611	0.614	0.611	0.615	0.599	0.599	0.615	0.599	0.614	0.615	0.613	0.614	-0.009	-0.005	0.611	2016_7_13_13_49_41
